year,hours_spouse,Spouse_labor_status,Marital_status,industry_code,Rs census occupation code (2010),Ever work as long as one year,hours_self,Labor force status,ID,Ballot used for interview
1994,Not applicable,Keeping house,Married,Nonmetallic mineral mining and quarrying,Driver/sales workers and truck drivers,Not applicable,60,Temp not working,1240,Ballot c
1994,Not applicable,Working fulltime,Married,Nursing care facilities,"Nursing, psychiatric, and home health aides",Not applicable,45,Temp not working,1296,Ballot b
1994,Not applicable,Not applicable,Divorced, restaurants and other food services,Waiters and waitresses,Not applicable,40,Temp not working,1378,Ballot b
1994,Not applicable,Working fulltime,Married,Elementary and secondary schools,Elementary and middle school teachers,Not applicable,20,Temp not working,1435,Ballot b
1994,25,Temp not working,Married,Legal services,Paralegals and legal assistants,Not applicable,50,Temp not working,1436,Ballot a
1994,Not applicable,Not applicable,Never married,Industrial and miscellaneous chemicals,Firefighters,Not applicable,40,Temp not working,1483,Ballot a
1994,Not applicable,Working parttime,Married,"Securities, commodities, funds, trusts, and other financial investments","Managers, all other",Not applicable,5,Temp not working,1537,Ballot b
1994,40,Temp not working,Married,Insurance carriers and related activities,Insurance sales agents,Not applicable,50,Temp not working,1554,Ballot c
1994,40,Temp not working,Married,Banking and related activities,Brokerage clerks,Not applicable,40,Temp not working,1620,Ballot b
1994,Not applicable,Not applicable,Widowed,Iron and steel mills and steel product manufacturing ,"Welding, soldering, and brazing workers",Not applicable,50,Temp not working,1642,Ballot c
1994,Not applicable,Working fulltime,Married,Insurance carriers and related activities,"Managers, all other",Not applicable,50,Temp not working,1682,Ballot b
1994,Not applicable,Not applicable,Divorced,"Motor vehicles, parts and supplies, merchant wholesalers",Stock clerks and order fillers,Not applicable,56,Temp not working,1909,Ballot b
1994,Not applicable,Not applicable,Divorced,"Seafood and other miscellaneous foods, n.e.c.",Driver/sales workers and truck drivers,Not applicable,60,Temp not working,2078,Ballot a
1994,Not applicable,Keeping house,Married,Elementary and secondary schools,Elementary and middle school teachers,Not applicable,35,Temp not working,2103,Ballot b
1994,Not applicable,Working fulltime,Married,"Sporting and athletic goods, and doll, toy and game manufacturing",Artists and related workers,Not applicable,60,Temp not working,2158,Ballot c
1994,Not applicable,Not applicable,Never married,Not specified manufacturing industries,Training and development managers,Not applicable,44,Temp not working,2164,Ballot b
1994,Not applicable,Working parttime,Married,Clothing stores,"Shipping, receiving, and traffic clerks",Not applicable,35,Temp not working,2190,Ballot b
1994,Not applicable,Not applicable,Never married, restaurants and other food services,"Combined food preparation and serving workers, including fast food",Not applicable,40,Temp not working,2199,Ballot b
1994,40,Temp not working,Married,Individual and family services,Social workers,Not applicable,40,Temp not working,2251,Ballot b
1994,Not applicable,Not applicable,Widowed,Elementary and secondary schools,Miscellaneous media and communication  workers,Not applicable,15,Temp not working,2257,Ballot c
1994,Not applicable,Not applicable,Divorced,Department stores and discount stores,"Laborers and freight, stock, and material movers, hand",Not applicable,40,Temp not working,2387,Ballot a
1994,40,Temp not working,Married,Other personal services,Nonfarm animal caretakers,Not applicable,70,Temp not working,2499,Ballot c
1994,55,Temp not working,Married,"Other schools and instruction, and educational support services",Other teachers and instructors,Not applicable,10,Temp not working,2500,Ballot b
1994,38,Temp not working,Married,Crop production,Grounds maintenance workers,Not applicable,60,Temp not working,2546,Ballot a
1994,Not applicable,Working fulltime,Married,Elementary and secondary schools,Secondary school teachers,Not applicable,40,Temp not working,2611,Ballot b
1994,50,Temp not working,Married,Banking and related activities,"Financial clerks, all other",Not applicable,40,Temp not working,2676,Ballot b
1994,Not applicable,Not applicable,Widowed,Individual and family services,Personal care aides,Not applicable,15,Temp not working,2724,Ballot a
1994,Not applicable,Working fulltime,Married,Elementary and secondary schools,Cooks,Not applicable,32,Temp not working,2752,Ballot a
1994,Not applicable,Working fulltime,Married,"Rubber product, except tire, manufacturing","Shipping, receiving, and traffic clerks",Not applicable,40,Temp not working,2774,Ballot a
1994,Not applicable,Not applicable,Divorced,Motor vehicles and motor vehicle equipment manufacturing,"Welding, soldering, and brazing workers",Not applicable,40,Temp not working,2775,Ballot b
1994,Not applicable,Working fulltime,Married,Real estate,Real estate brokers and sales agents,Not applicable,50,Temp not working,2844,Ballot b
1994,Not applicable,Retired,Married,Hospitals,Registered nurses,Not applicable,40,Temp not working,2907,Ballot a
1994,Not applicable,Working fulltime,Married,Business support services,First-line supervisors of non-retail sales workers,Not applicable,40,Temp not working,2937,Ballot b
1996,Not applicable,Working fulltime,Married,Printing and related support activities,Printing press operators,Not applicable,40,Temp not working,101,Ballot c
1996,Not applicable,Not applicable,Never married,Not specified retail trade,Customer service representatives,Not applicable,20,Temp not working,109,Ballot c
1996,Not applicable,Keeping house,Married,Construction,Electricians,Not applicable,35,Temp not working,114,Ballot c
1996,Not applicable,Working fulltime,Married,"Accounting, tax preparation, bookkeeping, and payroll services",Accountants and auditors,Not applicable,50,Temp not working,181,Ballot a
1996,Not applicable,Not applicable,Never married,Real estate,Real estate brokers and sales agents,Not applicable,25,Temp not working,215,Ballot a
1996,Not applicable,Not applicable,Widowed,Elementary and secondary schools,Special education teachers,Not applicable,40,Temp not working,240,Ballot c
1996,Not applicable,Not applicable,Never married,"Architectural, engineering, and related services","Architects, except naval",Not applicable,40,Temp not working,241,Ballot a
1996,Not applicable,Not applicable,Separated,Other health care services,Medical and health services managers,Not applicable,40,Temp not working,280,Ballot c
1996,Not applicable,Working fulltime,Married,Construction,Carpenters,Not applicable,60,Temp not working,285,Ballot c
1996,Not applicable,Not applicable,Never married,Libraries and archives,Accountants and auditors,Not applicable,40,Temp not working,304,Ballot c
1996,Not applicable,Not applicable,Never married,Elementary and secondary schools,Bus drivers,Not applicable,35,Temp not working,311,Ballot a
1996,Not applicable,Not applicable,Never married,Banking and related activities,Human resources managers,Not applicable,50,Temp not working,375,Ballot b
1996,Not applicable,Working fulltime,Married,Natural gas distribution,"Pipelayers, plumbers, pipefitters, and steamfitters",Not applicable,40,Temp not working,398,Ballot b
1996,Not applicable,Not applicable,Never married,"Electrical lighting and electrical equipment manufacturing, and other electrical component manufacturing, n.e.c.","Engineering technicians, except drafters",Not applicable,40,Temp not working,429,Ballot a
1996,Not applicable,Not applicable,Divorced,Beauty salons,"Hairdressers, hairstylists, and cosmetologists",Not applicable,30,Temp not working,434,Ballot b
1996,Not applicable,Working fulltime,Married,Hardware stores,Cashiers,Not applicable,36,Temp not working,439,Ballot a
1996,Not applicable,Not applicable,Divorced,Construction,Carpenters,Not applicable,40,Temp not working,452,Ballot c
1996,Not applicable,Not applicable,Divorced,"Justice, public order, and safety activities",Probation officers and correctional treatment specialists,Not applicable,80,Temp not working,473,Ballot a
1996,Not applicable,Keeping house,Married,Fuel dealers,"Helpers—installation,  maintenance, and repair workers",Not applicable,50,Temp not working,509,Ballot b
1996,Not applicable,Working fulltime,Married,Elementary and secondary schools,Elementary and middle school teachers,Not applicable,35,Temp not working,516,Ballot c
1996,Not applicable,Not applicable,Divorced,Nonmetallic mineral mining and quarrying,Driver/sales workers and truck drivers,Not applicable,40,Temp not working,531,Ballot a
1996,Not applicable,Working fulltime,Married,Banking and related activities,Financial managers,Not applicable,44,Temp not working,690,Ballot b
1996,Not applicable,Not applicable,Divorced,Employment services,Receptionists and information clerks,Not applicable,25,Temp not working,711,Ballot c
1996,Not applicable,Working fulltime,Married,"Auto parts, accessories, and tire stores",Automotive service technicians and mechanics,Not applicable,40,Temp not working,751,Ballot b
1996,Not applicable,Working parttime,Married,Construction,First-line supervisors of construction trades and extraction workers,Not applicable,40,Temp not working,908,Ballot b
1996,40,Temp not working,Married,Insurance carriers and related activities,First-line supervisors of non-retail sales workers,Not applicable,50,Temp not working,1011,Ballot c
1996,Not applicable,Working fulltime,Married,"Gift, novelty, and souvenir shops",Retail salespersons,Not applicable,4,Temp not working,1087,Ballot c
1996,Not applicable,Not applicable,Divorced,Specialized design services,Designers,Not applicable,30,Temp not working,1139,Ballot a
1996,Not applicable,Working fulltime,Married,Nursing care facilities,Licensed practical and licensed vocational nurses,Not applicable,40,Temp not working,1211,Ballot c
1996,Not applicable,Not applicable,Divorced, restaurants and other food services,First-line supervisors of food preparation and serving workers,Not applicable,40,Temp not working,1278,Ballot a
1996,Not applicable,Retired,Married,Individual and family services,Social workers,Not applicable,35,Temp not working,1294,Ballot c
1996,Not applicable,Not applicable,Divorced,Outpatient care centers,File clerks,Not applicable,40,Temp not working,1378,Ballot a
1996,Not applicable,Not applicable,Divorced,Furniture and related product manufacturing,Furniture finishers,Not applicable,40,Temp not working,1514,Ballot b
1996,Not applicable,Working fulltime,Married,"Fiber, yarn, and thread mills","Textile winding, twisting, and drawing out machine setters, operators,  and tenders",Not applicable,40,Temp not working,1573,Ballot a
1996,Not applicable,Retired,Married,Air transportation,Flight attendants,Not applicable,50,Temp not working,1590,Ballot a
1996,Not applicable,Working fulltime,Married,Construction,Construction and building inspectors,Not applicable,50,Temp not working,1764,Ballot b
1996,Not applicable,Working fulltime,Married,Insurance carriers and related activities,Compensation and benefits managers,Not applicable,40,Temp not working,1769,Ballot b
1996,Not applicable,Working fulltime,Married,Administration of human resource programs,Environmental engineers,Not applicable,40,Temp not working,1772,Ballot a
1996,Not applicable,Not applicable,Widowed,"Independent artists, performing arts, spectator sports, and related industries","Managers, all other",Not applicable,89,Temp not working,1915,Ballot c
1996,Not applicable,Not applicable,Never married, restaurants and other food services,"Hosts and hostesses, restaurant, lounge, and coffee shop",Not applicable,12,Temp not working,1968,Ballot b
1996,Not applicable,Working fulltime,Married,Dairy product manufacturing,Driver/sales workers and truck drivers,Not applicable,55,Temp not working,1973,Ballot a
1996,Not applicable,Working parttime,Married,Water transportation,Sailors and marine oilers,Not applicable,45,Temp not working,1981,Ballot b
1996,Not applicable,Not applicable,Separated,Natural gas distribution,"Engineers, all other",Not applicable,40,Temp not working,2046,Ballot a
1996,Not applicable,Not applicable,Never married,Computer and peripheral equipment manufacturing    ,Computer programmers,Not applicable,40,Temp not working,2094,Ballot b
1996,Not applicable,Working parttime,Married,Construction,"Painters, construction and maintenance",Not applicable,40,Temp not working,2207,Ballot b
1996,Not applicable,Retired,Married,"Other schools and instruction, and educational support services",Other teachers and instructors,Not applicable,2,Temp not working,2251,Ballot c
1996,Not applicable,Not applicable,Never married,Automotive repair and maintenance,Automotive body and related repairers,Not applicable,55,Temp not working,2285,Ballot a
1996,Not applicable,Working fulltime,Married,"Justice, public order, and safety activities",Firefighters,Not applicable,50,Temp not working,2291,Ballot b
1996,Not applicable,Not applicable,Never married,Motor vehicles and motor vehicle equipment manufacturing,"Production workers, all other",Not applicable,55,Temp not working,2364,Ballot a
1996,Not applicable,Keeping house,Married,Motor vehicles and motor vehicle equipment manufacturing,Miscellaneous assemblers and fabricators,Not applicable,40,Temp not working,2474,Ballot b
1996,Not applicable,Not applicable,Never married,Not specified manufacturing industries,Miscellaneous assemblers and fabricators,Not applicable,40,Temp not working,2485,Ballot b
1996,Not applicable,Working fulltime,Married,Elementary and secondary schools,Secondary school teachers,Not applicable,40,Temp not working,2500,Ballot b
1996,Not applicable,Not applicable,Widowed,Services to buildings and dwellings,Janitors and building cleaners,Not applicable,7,Temp not working,2662,Ballot c
1996,42,Temp not working,Married,"Sporting and athletic goods, and doll, toy and game manufacturing",Artists and related workers,Not applicable,4,Temp not working,2715,Ballot c
1996,Not applicable,Not applicable,Never married,Traveler accommodation,Bakers,Not applicable,35,Temp not working,2791,Ballot b
1996,30,Temp not working,Married,"Accounting, tax preparation, bookkeeping, and payroll services","Bookkeeping, accounting, and auditing clerks",Not applicable,10,Temp not working,2854,Ballot b
1998,Not applicable,Not applicable,Never married,Retail florists,"Door-to-door sales workers, news and street vendors, and related workers",Not applicable,20,Temp not working,112,Ballot a
1998,Not applicable,Working fulltime,Married,National security and international affairs,Compliance officers,Not applicable,50,Temp not working,202,Ballot a
1998,Not applicable,Not applicable,Never married,Investigation and security services,Locksmiths and safe repairers,Not applicable,40,Temp not working,237,Ballot c
1998,Not applicable,Working fulltime,Married,Individual and family services,Social workers,Not applicable,40,Temp not working,250,Ballot c
1998,Not applicable,Not applicable,Widowed,Hospitals,Secretaries and administrative assistants,Not applicable,24,Temp not working,271,Ballot b
1998,30,Temp not working,Married,Truck transportation,Supervisors of transportation and material moving workers,Not applicable,45,Temp not working,409,Ballot b
1998,Not applicable,Keeping house,Married,Other health care services,First-line supervisors of office and administrative support workers,Not applicable,45,Temp not working,438,Ballot a
1998,Not applicable,Not applicable,Divorced,Furniture and related product manufacturing,"Door-to-door sales workers, news and street vendors, and related workers",Not applicable,40,Temp not working,450,Ballot b
1998,Not applicable,Working fulltime,Married,Construction,Electricians,Not applicable,45,Temp not working,604,Ballot a
1998,Not applicable,Retired,Married,"Electronic component and product manufacturing, n.e.c.","Metal workers and plastic workers, all other",Not applicable,40,Temp not working,646,Ballot c
1998,50,Temp not working,Married,"Colleges and universities, including junior colleges","Sales representatives, services, all other",Not applicable,48,Temp not working,714,Ballot b
1998,Not applicable,Not applicable,Divorced,"Seafood and other miscellaneous foods, n.e.c.",First-line supervisors of production and operating workers,Not applicable,0,Temp not working,766,Ballot b
1998,16,Temp not working,Married,Gasoline stations,First-line supervisors of retail sales workers,Not applicable,20,Temp not working,967,Ballot a
1998,Not applicable,Keeping house,Married,"Groceries and related products, merchant wholesalers",Stock clerks and order fillers,Not applicable,50,Temp not working,971,Ballot b
1998,Not applicable,Not applicable,Divorced,Nursing care facilities,Registered nurses,Not applicable,40,Temp not working,994,Ballot a
1998,Not applicable,Not applicable,Never married,"Coating, engraving, heat treating and allied activities",Machine feeders and offbearers,Not applicable,40,Temp not working,996,Ballot b
1998,Not applicable,Not applicable,Divorced,"Independent artists, performing arts, spectator sports, and related industries","Musicians, singers, and related workers",Not applicable,40,Temp not working,1008,Ballot a
1998,Not applicable,Working parttime,Married,"Recyclable material, merchant wholesalers","Sales representatives,  wholesale and manufacturing",Not applicable,46,Temp not working,1012,Ballot b
1998,Not applicable,Not applicable,Divorced,Landscaping services,Grounds maintenance workers,Not applicable,50,Temp not working,1033,Ballot b
1998,Not applicable,Not applicable,Never married,Individual and family services,"Nursing, psychiatric, and home health aides",Not applicable,40,Temp not working,1062,Ballot c
1998,40,Temp not working,Married,"Groceries and related products, merchant wholesalers",Driver/sales workers and truck drivers,Not applicable,60,Temp not working,1212,Ballot c
1998,Not applicable,Not applicable,Divorced,Iron and steel mills and steel product manufacturing ,Industrial and refractory machinery mechanics,Not applicable,36,Temp not working,1218,Ballot a
1998,Not applicable,Working fulltime,Married,Truck transportation,Public relations specialists,Not applicable,40,Temp not working,1234,Ballot b
1998,Not applicable,Keeping house,Married,Construction,"Cement masons, concrete finishers, and terrazzo workers",Not applicable,40,Temp not working,1239,Ballot b
1998,Not applicable,Not applicable,Never married,Construction,Carpenters,Not applicable,40,Temp not working,1265,Ballot b
1998,Not applicable,Not applicable,Separated,Waste management and remediation services,"Chemical processing machine setters, operators, and tenders",Not applicable,40,Temp not working,1317,Ballot c
1998,Not applicable,Not applicable,Never married,"Architectural, engineering, and related services",Secretaries and administrative assistants,Not applicable,40,Temp not working,1359,Ballot a
1998,Not applicable,Not applicable,Never married,"Justice, public order, and safety activities",Payroll and timekeeping clerks,Not applicable,40,Temp not working,1387,Ballot c
1998,Not applicable,Not applicable,Never married,"Fabric mills, except knitting mills","Production workers, all other",Not applicable,0,Temp not working,1570,Ballot c
1998,Not applicable,Working fulltime,Married,Couriers and messengers,Couriers and messengers,Not applicable,40,Temp not working,1574,Ballot b
1998,Not applicable,Not applicable,Divorced, restaurants and other food services,Waiters and waitresses,Not applicable,30,Temp not working,1596,Ballot b
1998,Not applicable,Working fulltime,Married,"Sporting goods, camera, and hobby and toy stores",Artists and related workers,Not applicable,25,Temp not working,1600,Ballot a
1998,Not applicable,Not applicable,Never married,Ship and boat building,"Welding, soldering, and brazing workers",Not applicable,40,Temp not working,1625,Ballot a
1998,Not applicable,Working fulltime,Married,Offices of physicians,Registered nurses,Not applicable,4,Temp not working,1829,Ballot a
1998,Not applicable,Working fulltime,Married,Non-depository credit and related activities,"Securities, commodities, and financial services sales agents",Not applicable,35,Temp not working,1996,Ballot a
1998,Not applicable,Not applicable,Never married,Employment services,"Managers, all other",Not applicable,40,Temp not working,2104,Ballot b
1998,40,Temp not working,Married,Elementary and secondary schools,Secretaries and administrative assistants,Not applicable,40,Temp not working,2396,Ballot c
1998,Not applicable,Not applicable,Divorced,Elementary and secondary schools,Elementary and middle school teachers,Not applicable,40,Temp not working,2443,Ballot a
1998,Not applicable,Keeping house,Married,Miscellaneous retail stores,Manufactured building and mobile home installers,Not applicable,35,Temp not working,2461,Ballot b
1998,Not applicable,Not applicable,Divorced, restaurants and other food services,Waiters and waitresses,Not applicable,38,Temp not working,2505,Ballot b
1998,Not applicable,Not applicable,Never married,Construction,"Helpers, construction trades",Not applicable,40,Temp not working,2508,Ballot c
1998,Not applicable,Working fulltime,Married,Iron and steel mills and steel product manufacturing ,Accountants and auditors,Not applicable,40,Temp not working,2766,Ballot a
2000,Not applicable,Working fulltime,Married,Hospitals,"Nursing, psychiatric, and home health aides",Not applicable,50,Temp not working,84,Ballot b
2000,Not applicable,Not applicable,Divorced, restaurants and other food services,Waiters and waitresses,Not applicable,30,Temp not working,225,Ballot c
2000,Not applicable,Working fulltime,Married,"Soap, cleaning compound, and cosmetics manufacturing",Electricians,Not applicable,40,Temp not working,267,Ballot a
2000,Not applicable,Not applicable,Divorced,Insurance carriers and related activities,Computer operators,Not applicable,40,Temp not working,290,Ballot b
2000,Not applicable,Working fulltime,Married,Other administrative and other support services,Recreation and fitness workers,Not applicable,20,Temp not working,312,Ballot c
2000,Not applicable,Working fulltime,Married,Iron and steel mills and steel product manufacturing ,"Weighers, measurers, checkers, and samplers, recordkeeping",Not applicable,40,Temp not working,355,Ballot b
2000,Not applicable,Working fulltime,Married,Not specified retail trade,Retail salespersons,Not applicable,35,Temp not working,461,Ballot b
2000,Not applicable,"Unempl, laid off",Married,Non-depository credit and related activities,Customer service representatives,Not applicable,40,Temp not working,474,Ballot c
2000,Not applicable,Working fulltime,Married,"Colleges and universities, including junior colleges",Postsecondary teachers,Not applicable,35,Temp not working,497,Ballot b
2000,Not applicable,Other,Married,Hospitals,"Nursing, psychiatric, and home health aides",Not applicable,72,Temp not working,501,Ballot c
2000,Not applicable,Other,Married,Home health care services,"Nursing, psychiatric, and home health aides",Not applicable,12,Temp not working,505,Ballot a
2000,Not applicable,Working fulltime,Married,Banking and related activities,Financial managers,Not applicable,40,Temp not working,518,Ballot b
2000,Not applicable,Not applicable,Never married,Textile and fabric finishing and coating mills,Printing press operators,Not applicable,35,Temp not working,536,Ballot a
2000,Not applicable,Working fulltime,Married,Offices of dentists,Secretaries and administrative assistants,Not applicable,28,Temp not working,694,Ballot c
2000,Not applicable,Working parttime,Married,"Colleges and universities, including junior colleges",Postsecondary teachers,Not applicable,50,Temp not working,746,Ballot c
2000,Not applicable,Not applicable,Never married,Child day care services,Childcare workers,Not applicable,40,Temp not working,938,Ballot a
2000,Not applicable,Working fulltime,Married,Elementary and secondary schools,Elementary and middle school teachers,Not applicable,40,Temp not working,943,Ballot a
2000,Not applicable,Not applicable,Divorced,Hospitals,"Nursing, psychiatric, and home health aides",Not applicable,40,Temp not working,948,Ballot b
2000,Not applicable,Not applicable,Divorced,Truck transportation,Driver/sales workers and truck drivers,Not applicable,70,Temp not working,1022,Ballot c
2000,Not applicable,Working fulltime,Married,Hospitals,Janitors and building cleaners,Not applicable,40,Temp not working,1032,Ballot b
2000,Not applicable,Keeping house,Married,"Management, scientific, and technical consulting services",Management analysts,Not applicable,40,Temp not working,1228,Ballot c
2000,Not applicable,Working fulltime,Married,Furniture and home furnishings stores,Secretaries and administrative assistants,Not applicable,52,Temp not working,1317,Ballot a
2000,Not applicable,Not applicable,Separated, restaurants and other food services,Food service managers,Not applicable,60,Temp not working,1354,Ballot c
2000,Not applicable,Working parttime,Married,Hospitals,Precision instrument and equipment repairers,Not applicable,40,Temp not working,1394,Ballot b
2000,Not applicable,Not applicable,Never married,"Other amusement, gambling, and recreation industries",Locksmiths and safe repairers,Not applicable,40,Temp not working,1421,Ballot c
2000,40,Temp not working,Married,Offices of physicians,"Nursing, psychiatric, and home health aides",Not applicable,40,Temp not working,1425,Ballot a
2000,Not applicable,Working fulltime,Married, restaurants and other food services,Waiters and waitresses,Not applicable,32,Temp not working,1468,Ballot c
2000,Not applicable,Not applicable,Never married, restaurants and other food services,Bartenders,Not applicable,20,Temp not working,1563,Ballot b
2000,Not applicable,Working fulltime,Married,Elementary and secondary schools,Special education teachers,Not applicable,50,Temp not working,1621,Ballot b
2000,No answer,No answer,Married,Legal services,Paralegals and legal assistants,Not applicable,15,Temp not working,1660,Ballot a
2000,Not applicable,Not applicable,Never married,"Savings institutions, including credit unions",Financial managers,Not applicable,40,Temp not working,1793,Ballot c
2000,Not applicable,Not applicable,Never married,Hospitals,Registered nurses,Not applicable,36,Temp not working,1921,Ballot a
2000,Not applicable,Not applicable,Widowed,Home health care services,"Nursing, psychiatric, and home health aides",Not applicable,40,Temp not working,1936,Ballot a
2000,Not applicable,Not applicable,Separated,Hospitals,"Nursing, psychiatric, and home health aides",Not applicable,40,Temp not working,1941,Ballot a
2000,Not applicable,Working fulltime,Married,Elementary and secondary schools,Teacher assistants,Not applicable,30,Temp not working,1970,Ballot a
2000,Not applicable,Working fulltime,Married,Lawn and garden equipment and supplies stores,First-line supervisors of retail sales workers,Not applicable,52,Temp not working,1979,Ballot c
2000,Not applicable,Not applicable,Separated,"Civic, social, advocacy organizations, and grantmaking and giving services","Athletes, coaches, umpires, and related workers",Not applicable,55,Temp not working,2039,Ballot b
2000,Not applicable,Not applicable,Never married,Construction,Construction managers,Not applicable,40,Temp not working,2116,Ballot b
2000,Not applicable,Working fulltime,Married,"Other amusement, gambling, and recreation industries","Managers, all other",Not applicable,45,Temp not working,2164,Ballot a
2000,Not applicable,Other,Married,Real estate,Appraisers and assessors of real estate,Not applicable,45,Temp not working,2168,Ballot a
2000,Not applicable,Working fulltime,Married,Outpatient care centers,Physical therapist assistants and aides,Not applicable,30,Temp not working,2193,Ballot a
2000,Not applicable,Retired,Married,Real estate,"Property, real estate, and community association managers",Not applicable,36,Temp not working,2194,Ballot a
2000,40,Temp not working,Married,Miscellaneous retail stores,First-line supervisors of office and administrative support workers,Not applicable,40,Temp not working,2357,Ballot c
2000,Not applicable,Working parttime,Married,Traveler accommodation,Lodging managers,Not applicable,50,Temp not working,2395,Ballot b
2000,Not applicable,Working fulltime,Married,Construction,"Helpers—installation,  maintenance, and repair workers",Not applicable,40,Temp not working,2426,Ballot b
2000,Not applicable,Working fulltime,Married,Household appliance stores,Customer service representatives,Not applicable,20,Temp not working,2525,Ballot c
2000,Not applicable,Not applicable,Widowed, restaurants and other food services,Waiters and waitresses,Not applicable,15,Temp not working,2533,Ballot c
2000,Not applicable,Not applicable,Divorced,Motor vehicles and motor vehicle equipment manufacturing,"Inspectors, testers, sorters, samplers, and weighers",Not applicable,40,Temp not working,2591,Ballot c
2000,Not applicable,Working fulltime,Married, restaurants and other food services,Waiters and waitresses,Not applicable,25,Temp not working,2609,Ballot a
2000,Not applicable,Not applicable,Never married,Rail transportation,Railroad conductors and yardmasters,Not applicable,25,Temp not working,2611,Ballot b
2000,Not applicable,Not applicable,Divorced,Nursing care facilities,"Nursing, psychiatric, and home health aides",Not applicable,32,Temp not working,2651,Ballot b
2000,Not applicable,Keeping house,Married,Waste management and remediation services,Taxi drivers and chauffeurs,Not applicable,45,Temp not working,2656,Ballot b
2000,Not applicable,Keeping house,Married,Warehousing and storage,"Laborers and freight, stock, and material movers, hand",Not applicable,40,Temp not working,2682,Ballot a
2000,Not applicable,Keeping house,Married,Industrial and miscellaneous chemicals,"Production workers, all other",Not applicable,40,Temp not working,2720,Ballot b
2002,Not applicable,Working fulltime,Married,Wired telecommunications carriers,Customer service representatives,Not applicable,40,Temp not working,24,Ballot a
2002,Not applicable,Working fulltime,Married,Child day care services,Preschool and kindergarten teachers,Not applicable,24,Temp not working,45,Ballot c
2002,Not applicable,Not applicable,Widowed,Nursing care facilities,Receptionists and information clerks,Not applicable,8,Temp not working,125,Ballot b
2002,Not applicable,Not applicable,Never married,Grocery stores,"Packers and packagers, hand",Not applicable,40,Temp not working,158,Ballot a
2002,Not applicable,Not applicable,Never married,Nail salons and other personal care services,Massage therapists,Not applicable,15,Temp not working,255,Ballot c
2002,Not applicable,Not applicable,Never married,Hospitals,Health practitioner support technologists and technicians,Not applicable,30,Temp not working,256,Ballot b
2002,Not applicable,Not applicable,Never married,Construction,"Heating, air conditioning, and refrigeration mechanics and installers",Not applicable,40,Temp not working,299,Ballot a
2002,Not applicable,Not applicable,Widowed,Outpatient care centers,Health practitioner support technologists and technicians,Not applicable,40,Temp not working,326,Ballot a
2002,Not applicable,Not applicable,Never married,Clothing stores,First-line supervisors of retail sales workers,Not applicable,42,Temp not working,352,Ballot c
2002,Not applicable,Not applicable,Never married, restaurants and other food services,Waiters and waitresses,Not applicable,24,Temp not working,357,Ballot c
2002,Not applicable,Not applicable,Divorced,Hospitals,Clinical laboratory technologists and technicians,Not applicable,40,Temp not working,361,Ballot a
2002,Not applicable,Working fulltime,Married,Hospitals,Diagnostic related technologists and technicians,Not applicable,45,Temp not working,400,Ballot c
2002,Not applicable,Other,Married,Services incidental to transportation,"Baggage porters, bellhops, and concierges",Not applicable,40,Temp not working,468,Ballot a
2002,Not applicable,Retired,Married,Postal service,"Welding, soldering, and brazing workers",Not applicable,40,Temp not working,510,Ballot a
2002,Not applicable,Working fulltime,Married,"Management, scientific, and technical consulting services",Market research analysts and marketing specialists,Not applicable,20,Temp not working,518,Ballot a
2002,Not applicable,Keeping house,Married,Offices of physicians,"Nursing, psychiatric, and home health aides",Not applicable,32,Temp not working,588,Ballot c
2002,Not applicable,Not applicable,Never married,Nursing care facilities,Miscellaneous health technologists and technicians,Not applicable,24,Temp not working,609,Ballot a
2002,Not applicable,Working fulltime,Married,Truck transportation,Driver/sales workers and truck drivers,Not applicable,60,Temp not working,622,Ballot c
2002,Not applicable,Not applicable,Never married,Elementary and secondary schools,Preschool and kindergarten teachers,Not applicable,60,Temp not working,717,Ballot c
2002,40,Temp not working,Married,"Securities, commodities, funds, trusts, and other financial investments","Securities, commodities, and financial services sales agents",Not applicable,40,Temp not working,724,Ballot a
2002,Not applicable,Not applicable,Divorced,"Water, steam, air-conditioning, and irrigation systems","Meter readers, utilities",Not applicable,6,Temp not working,801,Ballot b
2002,42,Temp not working,Married,Hospitals,Medical and health services managers,Not applicable,50,Temp not working,869,Ballot c
2002,40,Temp not working,Married,Grocery stores,First-line supervisors of retail sales workers,Not applicable,46,Temp not working,913,Ballot c
2002,Not applicable,Working fulltime,Married,Couriers and messengers,Couriers and messengers,Not applicable,57,Temp not working,967,Ballot b
2002,40,Temp not working,Married,Construction,"Pipelayers, plumbers, pipefitters, and steamfitters",Not applicable,40,Temp not working,987,Ballot b
2002,Not applicable,Not applicable,Divorced,Bus service and urban transit,Bus drivers,Not applicable,42,Temp not working,1086,Ballot b
2002,Not applicable,Not applicable,Widowed,Construction,"Heating, air conditioning, and refrigeration mechanics and installers",Not applicable,40,Temp not working,1165,Ballot c
2002,Not applicable,Working fulltime,Married,Travel arrangements and reservation services,Travel agents,Not applicable,25,Temp not working,1172,Ballot c
2002,Not applicable,Working parttime,Married,Elementary and secondary schools,Secondary school teachers,Not applicable,50,Temp not working,1221,Ballot b
2002,Not applicable,Keeping house,Married,Construction,Roofers,Not applicable,30,Temp not working,1331,Ballot c
2002,Not applicable,Not applicable,Widowed,Bus service and urban transit,Bus drivers,Not applicable,56,Temp not working,1366,Ballot b
